Idtram,Nombre,Modalidad,Secretaria,Dependencia,Domicilio,Visitas RUTS
1633,Reinscripción UTMIR,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,300
1635,Examen de admisión UTMIR,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,1651
1643,Credencialización UTMIR,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,144
1650,Historial Académico UTMIR,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,161
1654,Inscripción Nivel Licenciatura Bilingüe UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,361
1655,Ortofoto a color escala 1:1000 derivado de vuelo con Dron.,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,258
1656,Nube de puntos derivado de vuelo con Dron,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
1657,"Foto panorámica, para proyección y seguimiento de obra (catastral)",Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,140
1658,Dictaminación de Avalúos (Catastral),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,548
1680,"Derivación Comercial, Pública e Industrial",Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,210
1684,Otorgamiento o Renovación de Concesiones para el Servicio de Transporte Público,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,
1685,Concesiones y Permisos de Servicios Auxiliares y Conexos Autorizados por el Sistema de Transporte Convencional,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,
1688,Cambio de Nombre en la Tarjeta de Circulación por Conclusión de la Transferencia de los Derechos de la Concesión de Transporte Público,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
1694,Pago de arrendamiento,Presencial,Oficialía Mayor,Oficialía Mayor,Calle 100 B Ex Hacienda de Guadalupe 42050 Pachuca De Soto Pachuca De Soto,801
1695,Asignación o Cambio de Cromática y Asignación de Clave Mnemotécnica,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
1701,Transferencia por Designación de Persona Beneficiaria de la Concesión del Servicio Transporte Público,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
1702,Alta Provisional de Albacea de la Concesión del Servicio Público,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,
1703,Extinción de Permisos de Servicio Privado y Complementario de Transporte de Personas y Bienes,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,
1705,Inscripción ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle sin numero Huichapan 42411 Huichapan Huichapan,4618
1706,Declaración de Impuestos Estatales,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,7177
1707,Declaración de ISR Enajenación de Bienes Inmuebles Impuestos Federales Coordinados,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,2178
1708,Devolución por Concepto de Pago de lo Indebido Estatal,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,1440
1709,Devolución por Concepto de Pago de lo Indebido Federal,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,405
1715,Pago de Créditos Fiscales Estatales,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,2173
1717,Pago de Créditos Fiscales Federales Coordinados,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,1037
1718,Compensación por concepto de pago de lo indebido estatal,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,1100
1721,Declaración de ISAN,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,574
1722,Compensación de Pagos de Impuestos Federales Coordinados,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,205
1730,Movimientos y Actualización al Padrón Estatal de Contribuyentes,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,2962
1735,Alta de vehículo particular,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,162973
1736,Baja de vehículo particular,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,33963
1738,Expedición de Placas de Demostración para Vehículos de Agencia,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,1959
1742,Baja de vehículo de transporte público.,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,690
1743,Impuesto sobre Tenencia y Refrendo Vehicular (para vehículo particular y de demostración),Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Pachuca De Soto Pachuca De Soto,81886
1745,Copias certificadas de pagos de Control Vehicular,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,22795
1746,Reposición de Tarjeta de Circulación por Pérdida o Actualización Datos,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,24480
1747,Inscripción al Registro Estatal de Contribuyentes,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,17750
1765,"Certificación en estándares de competencia del CONOCER, a través del ICATHI",Presencial,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,1068
1780,Laboratorio de Constatación de Leche.,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Boulevard s/n San Miguel la Higa 42188 San Miguel La Higa Mineral De La Reforma,246
1781,Captación de Leche en Centros de Acopio.,Presencial,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera S/N Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",315
4806,Equivalencia de Estudios UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,407
4904,Reinscripción UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,519
5041,Inscripción De las Demás Zonas por división (Registro Público de la Propiedad y del Comercio),Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,114
5048,Inscripción de actos cuando se presenten en documentos separados. (Registro Público de la Propiedad y del Comercio),Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,124
5055,"Certificaciones. (Registro Público de la Propiedad y del Comercio, Registro de Crédito Agrícola)",Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,198
5056,Cancelación de Inscripción. (Registro Público de la Propiedad y del Comercio),Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,223
5061,"Por cada foja digitalizada, archivo informático y disco óptico que se utilice para entregar los documentos a que se refieren las fracciones I a III",Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,182
5203,Modificación del Registro como Generador de Residuos de Manejo Especial,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,988
5204,Modificación del Plan de Manejo de Residuos de Manejo Especial,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,987
5205,Consejería en Salud Sexual y Reproductiva para Mujeres Jóvenes,Presencial,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,
5206,Servicios de Psicología para Mujeres Jóvenes.,Presencial,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,
5207,Orientación Vocacional para Mujeres Jóvenes.,Presencial,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,
5343,Atención Temporal a Niñas y Niños acompañantes de usuarias,Presencial,Secretaría de Gobierno,Ciudad de las Mujeres,Calle S/N Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,
5516,Expedición de Permiso de circulación.,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,22136
5517,Baja Administrativa de Vehículos,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,10650
5518,Alta de vehículo de transporte público,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,
5525,Expedición de Certificados Bachillerato del Estado de Hidalgo,Presencial,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,13709
5526,Expedición de Historial Académico Bachillerato del Estado de Hidalgo,Presencial,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,692
5575,Ampliación de Periodo de Verificación Vehícular Extemporánea,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,
5805,Licitaciones Públicas,Presencial,Oficialía Mayor,Oficialía Mayor,Calle 901 Jardin Colón 42000 Pachuca De Soto Pachuca De Soto,8789
5809,Publicación de las bases para la enajenación de bienes muebles,Presencial,Oficialía Mayor,Oficialía Mayor,Calle 201 Revolución 42060 Pachuca De Soto Pachuca De Soto,402
5911,Visita Guiada al Parque Ecológico Cubitos,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,771
6024,Inscripción (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,1478
6029,Reinscripción (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,619
6110,Titulación (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,412
6112,Constancia de Residencia Profesional (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,259
6115,Constancia de Estudios ITSOEH,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,
6251,Atención Jurídica en Materia Familiar y Penal a Mujeres en Situación de Violencia de Género.,Presencial,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin Número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,
6256,Atención de Trabajo Social a Mujeres en Situación de Violencia de Género,Presencial,Secretaría de Gobierno,Ciudad de las Mujeres,Calle sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,167
6609,Inscripción UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,1376
6613,Reinscripción UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,1005
6614,Ficha para Examen de Admisión UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Zempoala Zempoala,4524
6658,Refrendo anual de la Autorización de proyectos para el transporte de residuos de manejo especial.,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,1010
6664,Autorización para la Operación de sitios de Disposición Final para Residuos Provenientes de la Construcción,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,
6668,Compulsa de documentos,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,1308
6730,Donación de Planta Forestal para Reforestación,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,4816
6731,Declaratoria de Áreas Naturales Protegidas,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,843
6737,Titulación UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,873
6779,"Visita al Parque Nacional ""El Chico""",Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Carretera km. 7.5 Mineral del Chico 0 Pachuca De Soto Pachuca De Soto,2957
6876,Inscripción UTMZ,Presencial,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42344 Zimapán Zimapán,1044
6879,Examen de Ingreso UTMZ,Presencial,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 0 Zimapán Zimapán,411
6893,Constancia de Estudios UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,402
6894,Solicitud de Examen de Admisión UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,2061
6895,Certificados de Estudios Parciales y Totales UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,261
6896,Reposición de la Credencial de la UPMH por pérdida,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,165
6919,Historial Académico UTSH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,310
6923,Reposición de credencial UTSH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,88
6930,Reinsripción UTMZ,Presencial,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Zimapán Zimapán,99
6931,Reinscripción UTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43642 Tulancingo De Bravo Tulancingo De Bravo,170
6932,Constancia Escolar UTMZ,Presencial,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Zimapán Zimapán,90
6935,Credencial Institucional UTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43642 Tulancingo De Bravo Tulancingo De Bravo,132
6938,Historial académico UTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43642 Tulancingo De Bravo Tulancingo De Bravo,200
6993,Constancia Escolar UTHH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,10
7033,Titulación UTHH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,1038
7072,Capacitación,Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
7078,"Prestación de servicios del Polideportivo, Gimnasio Presidente Miguel Alemán y el estadio de béisbol G. Alfonso Corona del Rosal del Instituto Hidalguense del Deporte",Presencial,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,1940
7111,Publicaciones e impresiones (Materia Catastral Intructivo de Valuación),Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,650
7140,Preinscripción a Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,9547
7147,Inscripción a Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,1460
7150,Certificación de Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,1444
7163,Constancia de No Infracción.,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,16
7174,Constancia de Inscripción de Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,287
7175,Historial Académico de Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,1170
7180,Solicitud de exámenes ordinarios de Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,704
7181,Solicitud de exámenes extemporáneos de Preparatoria Abierta,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,245
7203,"Servicio de Agua Potable a Colonias que No Cuentan con Infraestructura Hidráulica, Así como Entidades del Sector Público (En Carro Cisterna) Con Costo",Presencial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado de Sistemas Intermunicipales,Avenida 200 Industrial La Paz 42092 Pachuca De Soto Pachuca De Soto,2572
7207,Reposición de Credencial UPFIM,Presencial,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,163
7261,Inscripción a Nivel Posgrado UPMH,Presencial,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,193
7265,Asesoría,Presencial,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,386
7270,Gestión inmediata,Presencial,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,161
7271,Inscripción UTVAM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,1169
7272,Orientación,Presencial,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,105
7273,Queja,Presencial,Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,1111
7278,Servicios de Laboratorio UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,187
7280,Servicios de Evaluación y certificación /Entidad de Certificación y Evaluación UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,213
7281,Consultoría y Estudio Técnico UTTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Avenida 1000 El 61 42830 El Carmen (La Mesita) Tula De Allende,297
7282,Solicitud de Examen de Admisión UTVAM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,1657
7291,Reinscripción UTVAM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,284
7292,Constancia de estudios UTVAM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,224
7293,Expedición de Historial Académico UTVAM,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,183
7328,Constancia de Estudios UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,290
7329,Historial Académico UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,300
7335,Entrega de apoyos a población vulnerable,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,383
7349,Ingreso a Casa de Día del Sistema DIF Hidalgo,Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 102 Centro 42000 Pachuca De Soto Pachuca De Soto,4668
7365,"Expedición de información catastral, sin certificación.",Presencial,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,2031
7370,"Casa de Día ""Centro de Expresión para Personas Mayores""",Presencial,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Carretera km 81.5 San Antonio el Desmonte 42111 Pachuca De Soto Pachuca De Soto,
7386,Sanitarios con Biodigestor Para Población Indígena,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,308
7389,Equivalencia de Estudios UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,1151
7394,Certificado Parcial de Estudios y/o Carta de Pasante UPP,En línea,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,564
7397,Reposición de credencial escolar UPE,Presencial,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,110
7429,Constancia de no Adeudo UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Barbara 43830 Rancho Luna Zempoala,248
7432,Certificado de Estudios ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle sin numero El Saucillo 42411 El Saucillo Huichapan,375
7433,Constancia Escolar ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",923
7434,Examen de Egreso de Licenciatura UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,169
7437,Constancia Escolar UPP,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Rancho Luna Zempoala,666
7441,Reposición de credencial ITESHU.,Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",
7442,Equivalencia de Estudios UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,175
7444,Certificación UPT,Presencial,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,217
