Idtram,Tramite,TraNombre,Similitud (%),Visitas Totales,Solicitudes,Secretaria,Dependencia,Modalidad,Domicilio,tiempo_estimado_por_persona,unidad_tiempo,cantidad_atenciones_2022,cantidad_atenciones_2023,cantidad_atenciones_2024,nivel_digitalizacion,TipoTramite,TraPersona,TraResolucionesFavorables,TraResolucionesNegativas,NumRequisitos,NumFormatos,TraCosto,RangoMontoInicial,RangoMontoFinal,PermiteAgendarCita,AgendarCitaEnLinea,DescargaFormatos,ExisteAppTramite,ResolucionInmediata,Sector,QuienSolicita,ListRequisitos
1707,Declaración de ISR Enajenación de Bienes Inmuebles Impuestos Federales Coordinados,Declaración de ISR enajenación de bienes inmuebles impuestos federales coordinados,68.29268293,2178,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,2,hrs,8772,16185,16755,,Pago,Ambos,16181,0,7,2,FALSO,,,,,1,1,1,,Representante legal | Interesado | Tercero con carta poder,Registro Federal de Contribuyentes (RFC) | Número de escritura | Fecha de escrituración | Importe de la Enajenación | Capturar la base gravable | Deducciones autorizadas | Pago Provisional a la Federación
1708,Devolución por Concepto de Pago de lo Indebido Estatal,Devolución por Concepto de Pago de lo Indebido Estatal y Federal,91.52542373,1440,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,10,dias,139,167,114,,Pago,Ambos,97,61,6,,FALSO,,,0,0,,0,0,,Representante legal | Interesado,"Escrito libre de solicitud | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Acta constitutiva | Comprobante de Pago del trámite | Estado de cuenta bancario | Constancia de Situación Fiscal (SAT)"
1715,Pago de Créditos Fiscales Estatales,Pago de Créditos Fiscales Estatales,100,2173,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,165,84,394,,Pago,Ambos,647,0,2,2,FALSO,,,0,0,1,1,1,,Representante legal | Interesado | Tercero con carta poder,"Copia o el original de Multa Notificada | Identificación oficial con fotografía del Contribuyente y/o Representante Legal (Credencial para Votar Vigente, Licencia de conducir Vigente, Cartilla, Pasaporte Vigente o Cédula Profesional)."
1717,Pago de Créditos Fiscales Federales Coordinados,Pago de Créditos Fiscales Federales Coordinados,100,1037,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,0,0,0,,Pago,Ambos,0,0,2,2,FALSO,,,0,0,1,1,1,,Representante legal | Interesado | Tercero con carta poder,Multa Notificada | Identificación oficial con fotografía del Contribuyente y/o Representante Legal 
1718,Compensación por concepto de pago de lo indebido estatal,Compensación por concepto de pago de lo indebido Estatal y Federal,78.68852459,1100,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,60,dias,15,0,1,,Modificación,Ambos,87,0,1,,FALSO,,,0,0,,0,1,,Representante legal | Interesado,Escrito libre de solicitud
1721,Declaración de ISAN,Declaración de ISAN,100,574,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,1,hrs,223,476,749,,Otro,Ambos,476,0,2,2,FALSO,,,,,1,1,1,,Representante legal | Interesado | Tercero con carta poder,Padrón Estatal de Contribuyentes | Base gravable y el mes a declarar
1730,Movimientos y Actualización al Padrón Estatal de Contribuyentes,Movimientos y Actualización al Padrón Estatal de Contribuyentes,100,2962,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,621,495,825,Nivel 3.1,Actualización De Datos,Ambos,4649,0,9,1,FALSO,,,0,0,1,0,1,,Representante legal | Interesado | Tercero con carta poder,"Constancia de Situación Fiscal Actualizada al RFC | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Domicilio | Clave Única de Registro de Población (CURP) | Carta de naturalización | Poder notarial | Documento constitutivo protocolizado | Declaración de impuestos | Carta poder del representante legal"
1735,Alta de vehículo particular,Alta de vehículo particular,100,162973,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,55691,67868,68567,,Incorporación,Ambos,67874,0,15,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional). De la persona física o moral | Comprobante de Domicilio | Cédula de Identificación Fiscal con Registro Federal de Contribuyentes | Clave Única de Registro de Población (CURP) | Poder notarial | Acta constitutiva | Factura | VIN | Documento que acredite la legal estancia en el país en caso de ser vehículo de procedencia extranjera. | Juego de placas metálicas o Acta ante el M.P. por robo o extravío (especificando delantera y/o trasera). | Presentar el vehículo para su inspección física | Certificado de antigüedad vigente emitido por la Universidad Politécnica de Pachuca, el Instituto Politécnico Nacional o personas jurídicas autorizadas. | Certificado Médico | Contrato de Compra-Venta, Cesión de Derechos o Carta Responsiva. | Copia de Identificación oficial con fotografía del Vendedor en su caso"
1736,Baja de vehículo particular,Baja de vehículo particular,100,33963,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,34310,14848,14252,,Actualización De Datos,Ambos,14448,0,6,,VERDADERO,,,0,0,,0,0,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional) | Factura, Refacturación, Factura Judicial o Título de Propiedad en caso de vehículos particulares. Contrato de Compra-Venta, Cesión de Derechos o Carta Responsiva | Copia de Identificación oficial con fotografía del Vendedor en su caso | Juego de Placas metálicas cuya baja se solicita, acta ante el M.P. por robo o extravío (especificando delantera y/o trasera) o Acta por robo o pérdida total del vehículo por la autoridad competente. | Poder Notarial o carta poder de quien acude a realizar el trámite (con firma de 2 testigos y sus respectivas identificaciones originales) | Documento de baja"
1738,Expedición de Placas de Demostración para Vehículos de Agencia,Expedición de Placas de Demostración para Vehículos de Agencia,100,1959,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,0,5,14,Nivel 3.7,Expedición,Empresarial,5,0,5,,VERDADERO,,,0,0,,,,Corporativos,Representante legal,"Escrito Libre (de solicitud o petición) | Fianza en términos de lo establecido en el Reglamento de la LCVEH | Documento que acredite la representación legal e identificación del apoderado legal. | Cédula de Identificación Fiscal del fabricante, ensamblador, distribuidor o comerciante de vehículos y opinión de cumplimiento de obligaciones fiscales estatales, en sentido positivo. | Comprobante de Domicilio"
1742,Baja de vehículo de transporte público.,Baja de vehículo de transporte público,98.7012987,690,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,20,min,1715,1626,1732,,Actualización De Datos,Ambos,1626,0,6,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional) | Factura, Refacturación, Factura Judicial o Título de Propiedad | Contrato de Compra-Venta, Cesión de Derechos o Carta Responsiva | Copia de Identificación oficial con fotografía del Vendedor en su caso. | Oficio de autorización expedido por el Sistema de Transporte Convencional de Hidalgo | Juego de Placas metálicas cuya baja se solicita, acta ante el M.P. por robo o extravío (especificando delantera y/o trasera) o Acta por robo o pérdida total del vehículo por la autoridad competente"
1746,Reposición de Tarjeta de Circulación por Pérdida o Actualización Datos,Reposición de Tarjeta de Circulación por Pérdida o Actualización Datos,100,24480,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,1,dias,523,1534,715,,Reposición,Ambos,1535,0,5,,VERDADERO,2.60,6.50,0,0,,,,,Representante legal | Interesado | Tercero con carta poder,"Comprobante de Pago del trámite | Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional). | Poder notarial | Factura de motor (en caso de cambio) | Comprobante de Domicilio"
1747,Inscripción al Registro Estatal de Contribuyentes,Inscripción al Registro Estatal de Contribuyentes,100,17750,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,1,dias,1353,1373,1916,Nivel 3.1,Inscripción,Ambos,0,0,5,1,FALSO,,,0,0,0,0,1,,Representante legal | Interesado | Tercero con carta poder,"Constancia de situación fiscal del Servicio de Administración Tributaria | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Domicilio | Documento constitutivo protocolizado"
1780,Laboratorio de Constatación de Leche.,Laboratorio de Constatación de Leche,98.63013699,246,0,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Presencial,Boulevard s/n San Miguel la Higa 42188 San Miguel La Higa Mineral De La Reforma,1,dias,34,38,28,Nivel 2,Otro,Ambos,78,0,2,,VERDADERO,40.00,40.00,1,0,,,,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",Interesado,"Presentarse con 200 mililitros de leche en envase antiséptico y a 4 grados centígrados | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
4806,Equivalencia de Estudios UPMH,Equivalencia de Estudios UPMH,100,407,0,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,31,dias,5,14,14,Nivel 3.7,Otro,Social,14,0,6,1,VERDADERO,,,,,0,1,0,,Interesado | Tercero con carta poder,"Ser estudiante o egresado de la Universidad Politécnica Metropolitana de Hidalgo | Comprobante de pago en plataforma METRONET | Equivalencia extrerna: Certificado parcial con fotografía o Historial Académico sellado y firmado por la institución y una copia. | Equivalencia extrerna: Programas temáticos en formato impreso o electrónico, correspondientes a las asignaturas que cursó en su anterior universidad y que desea hacer equivalentes y una copia. | Equivalencia extrerna: Mapa curricular y una copia | Equivalencia interna: Historial académico con calificaciones y una copia."
4904,Reinscripción UPMH,Reinscripción UPMH,100,519,0,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,2,dias,7588,7750,7536,Nivel 3.7,Reinscripción,Social,7750,0,6,,VERDADERO,21.90,35.51,,,,1,1,,Interesado,"No haber reprobado más de 3 materias en el cuatrimestre inmediato anterior (ser alumno regular) | En caso de haber reprobado hasta dos materias, cubrir el pago de nivelación académica | No tener adeudo en biblioteca | No tener adeudo en actividades culturales y deportivas | Comprobante de pago | Número de matrícula del estudiante"
5041,Inscripción De las Demás Zonas por división (Registro Público de la Propiedad y del Comercio),Inscripción de las Demás Zonas por División (Registro Público de la Propiedad y del Comercio) ,88.17204301,114,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,8,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Testimonio de la formalización ante fedatario público del permiso expedido por la Secretaría de obras públicas y dos copias | Planos debidamente autorizados por la Secretaria de Obras Públicas | Hoja con la descripción de cada lote | Memoria descriptiva por cada unidad privativa en medios electrónicos"
5055,"Certificaciones. (Registro Público de la Propiedad y del Comercio, Registro de Crédito Agrícola)","Certificaciones (Registro Público de la Propiedad y del Comercio, Registro de Crédito Agrícola)",99.47643979,198,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,4,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
5056,Cancelación de Inscripción. (Registro Público de la Propiedad y del Comercio),Cancelación de Inscripción (Registro Público de la Propiedad y del Comercio),99.34640523,223,0,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Testimonio y dos copias | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
5206,Servicios de Psicología para Mujeres Jóvenes.,Servicios de Psicología para Mujeres Jóvenes,98.87640449,144,0,Secretaría de Gobierno,Ciudad de las Mujeres,Presencial,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,60,min,0,0,0,,Asesoría,Social,714,0,,1,FALSO,,,1,0,0,,,,Tutor | Padres,
5207,Orientación Vocacional para Mujeres Jóvenes.,Orientación Vocacional para Mujeres Jóvenes,98.85057471,80,0,Secretaría de Gobierno,Ciudad de las Mujeres,Presencial,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,,,,,,,Asesoría,Social,577,0,,1,FALSO,,,1,0,0,,,,Tutor | Padres,
5516,Expedición de Permiso de circulación.,Expedición de Permiso de circulación,98.63013699,22136,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,10,min,571,546,556,,Expedición,Ambos,546,0,4,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional) | Carta Factura y copia de Factura. | Poder notarial | Documento de baja"
5517,Baja Administrativa de Vehículos,Baja Administrativa de Vehículos,100,10650,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,10,min,4090,3168,3064,,Actualización De Datos,Ambos,3168,0,3,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional). | Contrato de Compra-Venta, Cesión de Derechos o Carta Responsiva. | Copia de Identificación oficial con fotografía del Vendedor en su caso."
5518,Alta de vehículo de transporte público,Alta de vehículo de transporte público,100,4598,0,Secretaría de Hacienda,Secretaría de Hacienda,Presencial,Calle No. 1 Centro 42500 Actopan Actopan,30,min,3898,1752,1796,,Incorporación,Ambos,1782,0,13,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tercero con carta poder,"Identificación oficial con fotografía Vigente (Credencial para Votar, Licencia de conducir, Cartilla, Pasaporte o Cédula Profesional). | Comprobante de Domicilio | Cédula de Identificación Fiscal con Registro Federal de Contribuyentes. | Clave Única de Registro de Población (CURP) | Acta constitutiva | Poder notarial | Factura | Oficio de autorización expedido por el Sistema de Transporte Convencional de Hidalgo. | Formato de Revista que emite SCTH | Documento que acredite la legal estancia en el país en caso de ser vehículo de procedencia extranjera | Juego de placas metálicas, Acta ante el M.P. por robo o extravío. | Contrato de Compra-Venta, Cesión de Derechos o Carta Responsiva. | Copia de Identificación oficial con fotografía del Vendedor en su caso."
5575,Ampliación de Periodo de Verificación Vehícular Extemporánea,Ampliación de Periodo de Verificación Vehícular Extemporanea,98.33333333,2399,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,,dias,,,,Nivel 1,Prórroga,Social,20,10,3,,FALSO,,,0,0,,,,,Interesado | Tutor | Padres,1. En caso de robo: | 2. En caso de siniestro: | 3. En caso de falla mecánica:
5805,Licitaciones Públicas,Licitaciones Públicas,100,8789,0,Oficialía Mayor,Oficialía Mayor,Presencial,Calle 901 Jardin Colón 42000 Pachuca De Soto Pachuca De Soto,0,dias,14,44,37,,Consulta,Social,583,0,,,FALSO,,,1,0,,,,,Otro,
5911,Visita Guiada al Parque Ecológico Cubitos,Visita Guiada al Parque Ecológico Cubitos,100,771,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,,dias,,,,Nivel 1,Otro,Social,1500,1500,,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tutor | Padres | Tercero con carta poder,
6110,Titulación (ITSOEH),Titulación (ITSOEH),100,412,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,34,dias,385,522,412,,Titulo,Social,372,0,3,,VERDADERO,,,0,0,,,,,Interesado,Acta de nacimiento | Clave Única de Registro de Población (CURP) | Certificado de Estudios
6112,Constancia de Residencia Profesional (ITSOEH),Constancia de residencia profesional (ITSOEH),88.88888889,259,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,15,dias,402,338,259,,Constancia,Social,374,0,1,,VERDADERO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente)"
6251,Atención Jurídica en Materia Familiar y Penal a Mujeres en Situación de Violencia de Género.,Atención Jurídica en Materia Familiar y Penal a Mujeres en Situación de Violencia de Género,99.45355191,252,0,Secretaría de Gobierno,Ciudad de las Mujeres,Presencial,Calle Sin Número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,120,min,0,0,0,,Asesoría,Social,5857,0,,3,FALSO,,,1,0,0,,,,Interesado,
6256,Atención de Trabajo Social a Mujeres en Situación de Violencia de Género,Atención de Trabajo Social a Mujeres en Situación de Violencia de Género,100,167,0,Secretaría de Gobierno,Ciudad de las Mujeres,Presencial,Calle sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,45,min,0,0,0,,Asesoría,Social,1219,0,,6,FALSO,,,0,0,0,,,,Otro | Interesado,
6609,Inscripción UPFIM,Inscripción UPFIM,100,1376,0,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,1,dias,1142,1102,1138,Nivel 3.9,Inscripción,Social,850,0,7,,VERDADERO,,,,,,1,1,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Certificado Médico | Comprobante de Domicilio | Fotografías del solicitante | Certificado de Bachillerato | Constancia de No Derechohabiencia IMSS. | Constancia de autenticación de certificado de bachillerato."
6613,Reinscripción UPFIM,Reinscripción UPFIM,100,1005,0,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,1,dias,4482,5552,6289,Nivel 3.9,Reinscripción,Social,2419,0,1,,VERDADERO,,,,,,1,1,,Interesado,Comprobante de Pago del trámite
6668,Compulsa de documentos,Compulsa de Documentos,81.81818182,1308,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,,dias,,,,,Validación,Ambos,1426,0,,,FALSO,,,0,0,,,,,Representante legal | Interesado | Tutor | Padres,
6730,Donación de Planta Forestal para Reforestación,Donación de Planta Forestal para reforestación,80.43478261,4816,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,5,dias,24,66,104,,Entrega De Apoyo,Social,10,8,,,FALSO,,,0,0,,,,,Representante legal | Interesado | Tutor | Padres | Tercero con carta poder,
6779,"Visita al Parque Nacional ""El Chico""",Visita al Parque Nacional El Chico ,88.57142857,2957,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Carretera km. 7.5 Mineral del Chico 0 Pachuca De Soto Pachuca De Soto,,dias,,,,,Otro,Social,1700,1700,,,VERDADERO,,,0,0,,,,,Representante legal | Interesado | Tutor | Padres | Tercero con carta poder,
6876,Inscripción UTMZ,Inscripción UTMZ,100,1044,0,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Presencial,Calle 34 La Tahona 42344 Zimapán Zimapán,,,,,,,Inscripción,Social,233,0,6,,VERDADERO,,,,,,0,1,,Interesado | Tercero con carta poder,"Constancia de estudios | Acta de nacimiento | Clave Única de Registro de Población (CURP) | Fotografías del solicitante | Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
6879,Examen de Ingreso UTMZ,Examen de Ingreso UTMZ,100,411,0,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Presencial,Calle 34 La Tahona 0 Zimapán Zimapán,,,,,,,Examen,Social,233,0,1,,VERDADERO,,,,,,0,0,,Interesado,Comprobante de Pago del trámite
6894,Solicitud de Examen de Admisión UPMH,Solicitud de Examen de Admisión UPMH,100,2061,0,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,3,dias,1375,1836,2317,Nivel 3.7,Examen,Social,1836,0,4,,VERDADERO,5.33,8.29,,,,1,0,,Interesado,"Hacer el registro en el sistema, de acuerdo a la convocatoria. | Fotografías del solicitante | Contar con un correo electrónico. | Constancia de estudios actual o Certificado total de estudios de educación media superior (en caso de ser ya egresado de la EMS)"
6895,Certificados de Estudios Parciales y Totales UPMH,Expedición de Certificados de Estudios Parciales y Totales UPMH,87.5,261,0,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Presencial,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,9,dias,75,19,45,Nivel 3.7,Otro,Social,19,0,3,,VERDADERO,1.18,2.37,,,,1,0,,Interesado | Tercero con carta poder, Número de matrícula de estudiante | Fotografías del solicitante | Comprobante de pago en plataforma METRONET
6919,Historial Académico UTSH,Historial Académico UTSH,100,310,0,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Presencial,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,,,,,,,Otro,Social,463,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Pago del trámite
6923,Reposición de credencial UTSH,Reposición de credencial UTSH,100,88,0,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Presencial,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,,,,,,,Credencial,Social,188,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Pago del trámite
6930,Reinsripción UTMZ,Reinscripción UTMZ,97.14285714,99,0,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Presencial,Calle 34 La Tahona 42350 Zimapán Zimapán,5,dias,320,301,289,Nivel 1,Inscripción,Social,1347,0,1,,VERDADERO,14.91,16.69,,,,0,1,,Interesado | Tercero con carta poder,Comprobante de Pago del trámite
6932,Constancia Escolar UTMZ,Constancia Escolar UTMZ,100,90,0,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Presencial,Calle 34 La Tahona 42350 Zimapán Zimapán,1,dias,53,68,23,Nivel 1,Constancia,Social,269,0,1,,VERDADERO,,,1,0,,,,,Interesado | Tercero con carta poder,Comprobante de Pago del trámite
7033,Titulación UTHH,Titulación UTHH,100,1038,0,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Presencial,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,6,meses,1265,1325,1368,Nivel 2,Titulo,Social,1323,0,3,,VERDADERO,,,1,0,,,,,Interesado,"Fotografías del solicitante | Registro de la firma, | Pago de derechos"
7078,"Prestación de servicios del Polideportivo, Gimnasio Presidente Miguel Alemán y el estadio de béisbol G. Alfonso Corona del Rosal del Instituto Hidalguense del Deporte","Prestación de servicios del Polideportivo, Gimnasio Presidente Miguel Alemán y el estadio de Béisbol G. Alfonso Corona del Rosal del Instituto Hidalguense del Deporte",95.18072289,1940,0,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Presencial,Calle 104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,10,min,512,473,665,Nivel 1,Permiso,Social,650,20,2,,VERDADERO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Oficio de solicitud"
7111,Publicaciones e impresiones (Materia Catastral Intructivo de Valuación),Publicaciones e impresiones (Materia Catastral  Intructivo de Valuación),100,650,0,Secretaría de Hacienda,Instituto Catastral,Presencial,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,3,dias,1,1,0,,Otro,,0,0,1,,VERDADERO,,,1,1,,,,,Interesado,Comprobante de Pago del trámite
7140,Preinscripción a Preparatoria Abierta,Preinscripción a Preparatoria Abierta,100,9547,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,30,min,207,2398,6452,Nivel 1,Otro,Social,2398,0,4,,VERDADERO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Referencia Bancaria | Comprobante de Pago del trámite"
7147,Inscripción a Preparatoria Abierta,Inscripción a Preparatoria Abierta,100,1460,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,20,min,207,2657,6357,Nivel 1,Inscripción,Social,2657,0,8,,VERDADERO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Clave Única de Registro de Población (CURP) | Comprobante de Pago del trámite | Comprobante de depósito bancario | Registro | Acta de nacimiento | Constancia de estudios | Fotografías del solicitante"
7150,Certificación de Preparatoria Abierta,Certificación de Preparatoria Abierta,100,1444,0,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Presencial,Circuito s.n. San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,15,dias,611,657,885,Nivel 1,Certificación,Social,657,0,8,,VERDADERO,,,0,0,,,,,Interesado,Certificado de estudios de Secundaria | Clave Única de Registro de Población (CURP) | Fotografías del solicitante | Historial académico (Preparatoria) | Acta de nacimiento | Credencial de Preparatoria Abierta vigente | Certificación de Estudios por Duplicado de Preparatoria Abierta | Certificación de Estudios Parciales de Preparatoria Abierta
7163,Constancia de No Infracción.,Constancia de no infracción,80,5652,0,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Calle 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,30,min,160,185,302,Nivel 2,Otro,Social,0,0,4,1,VERDADERO,1.00,1.00,0,0,0,,,,Interesado,"1. Solicitud General para Trámites. | Identificación Oficial (IFE, INE o Pasaporte Vigente) | 3.- Tarjeta de circulación. | 4. Comprobante de pago del trámite solicitado"
